,message,label_maj
4765,"Hey , is * rite u put 氓脠10 evey mnth is that all?",0
4766,103 Sep Maintenance fee of 2K transfered via NEFT  - Alex,0
4767,"Roses are 鈥榬ed鈥�. Your 鈥渂lood鈥� is too.You look like a #monkey And belong in a 鈥榸oo鈥�.Do not worry, I will be there too.Not in the cage, But 鈥渓aughing鈥� 馃槈 馃槈 at you.馃檪 馃槈 馃槢 馃檪 馃榾 馃檪 馃槈 馃槢 馃檪 馃榾 馃檪",1
4768,"Blessed to be a Global Top Writer in ""Artificial Intelligence"" on Medium.Thank you everyone, for reading my articles.Hopefully, I'll keep writing quality articles for you to enjoy.WEBSITE_URL",0
4769,I will be available in ub 813 after three o clock,0
4770,I bought a new printer because it's cheaper than ink refills. Now I think about how long until new cars are cheaper than fuel.,1
4771,mam what about those who have their internship,0
4772,"not that I know of, most people up here are still out of town",0
4773,Mam will there be lab at 3:10,0
4774,"Maam ,i want to change that to placementsANKUR GARGRA1511003010479",0
4775,"A women saying, ""I'm not mad at you"" is like a dentist saying ""you won't feel a thing"".",1
4776,"馃殽The Men are very Kind & Women are very Selfish! . . . . ""PROOF"" : Most Women Don't Like to Help Unknown Men馃槚 But All Men Are Ready anytime 2 Help Unknown Women. 馃槉鈽吼煒�",1
4777,Yes I agree with CCTV installation,1
4778,"Could you not read me, my Love ? I answered you",0
4779,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",0
4780,Sir my part of data set was recorded in open area,0
4781,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",1
4782,Am in film ill call you later.,0
4783,We need 10 obs per sec ryt?,0
4784,This is all just creepy and crazy to me.,0
4785,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night""",1
4786,It's ok I got the confirmation,0
4787,"Easier to notice. Also, I csn put my comment where I want to edit so I csn precisely find.",0
4788,422 - not sitting for placements ma'am,0
4789,RCT' THNQ Adrian for U text. Rgds Vatian,1
4790,"馃崯Wife Rings Husband.. Husband : I am in office and very busy, wht abt u ? Wife: Am in KFC, sitting behind your table. And your kids r asking, who is that Aunty with dad..? 馃槨馃槤馃槤馃槅馃榿",1
4791,Are you up for the challenge? I know i am :),0
4792,See? I thought it all through,0
4793,Please Reserve party Hall for me tomorrow evening. Thank u,0
4794,Dunno he jus say go lido. Same time 930.,0
4795,*MONT BLANC*.                              Sling Wallet Combo @1200Rs./- free shiping,1
4796,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,1
4797,"[聣脹_] anyway, many good evenings to u! s",0
4798,I think it's the acoustics of our building that the sound gets propogated across the floor..,0
4799,鈥淵ou can鈥檛 run an economy with stickers鈥�,0
4800,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1
4801,HiIf any one has Act cable guy number pls share....,0
4802,I think it's hanging since last year.,0
4803,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,1
4804,Where can we find you ma'am?,0
4805,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\""""",0
4806,You have WON a guaranteed 氓拢1000 cash or a 氓拢2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,1
4807,Eat at old airport road... But now 630 oredi... Got a lot of pple...,0
4808,Any flat for rent in our apartment from June.,0
4809,I'm really not up to it still tonight babe,1
4810,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,0
4811,Why tired what special there you had,0
4812,Make the most of the day and use it wisely because life does not give a second chance. Good morning!,1
4813,"鈥淭he ultimate measure of a person is not her mistakes or accomplishments, but what she does with them.鈥� ",1
4814,"Not yet chikku..going to room nw, i'm in bus..",0
4815,We can go 4 e normal pilates after our intro...,0
4816,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,1
4817,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",1
4818,I wonder if you'll get this text?,0
4819,If you have morning class then attend afternoon session,0
4820,Amphitheatre will be equipped with tables and chairs,0
4821,Reg no-RA1511003010487C slot- 15CS421E (natural language processing)D slot- 15CS322E(neuro fuzzy and genetic programming)E slot- 15SE322E (E-Commerce),0
4822,Thats cool. I want to please you...,0
4823,Getting roughly 97% accuracy in both dev and test sets.,0
4824,"鈥淓very moment in life is like the water drops in flowing river. Though you can touch the water many times, you will never be able to touch the same drops of water twice, as they have already flown way ahead. Similarly, life offers a combination of certain situation, place and people only once. Next time even though you visit the same place; situation and people may change.鈥� ",1
4825,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",0
4826,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",1
4827,#Best #slimmest #iPhone case I鈥檝e ever had! #totallee. Use the link to get a discount on yours! [referral_link] via @totalleecase,1
4828,Good night. Am going to sleep.,0
4829,"鈥淟ife goes on, and people too. You don't need to serve them to make people love you. We don't need people in our life, we just use them. How many people in your past life, used you, used your mind, your energy, your time. Did you ever ask yourself about that?! They use us and we use them. Few are those who can't use you, but usually, it's very few. My message to the world, to every human being, to every child, woman, girl and a boy, to every religious man, to the atheists and all who are living in this earth: You are better when you focus on yourself, you are beautiful when you make yourself better, you are genius when you start to make the change on yourself, you are strong when you decide to fight alone. You are a human being when you stop thinking as an animal. You are and you'll still as you are and if you didn't change what you really are, don't complain to nature or even to the universe Because the problem is you, you have all the solutions within you.鈥� ",1
4830,All will come alive.better correct any good looking figure there itself..,0
4831,"Do exactly what the UNLOCK DARELOCK says, please don't be a boring person,just have fun & do it,don't be shy!!馃槣馃槣馃槣馃槣馃敁A. Msg me nd say i love u馃敁B.Snd me your good pic馃敁c.keep my pics as status for 24hrs馃敁D.tell me d name of ur lover馃敁E.call me and say I love u馃敁F.make me laugh馃敁G.give me a chocolate whn you meet me next time馃敁H.tell me how many times u had any bf/gf馃敁I.send a song in your voice馃敁j.  Buy me the most expensive gift till i satisfy馃敁K. Tell me ur biggest secret馃敁L. Take me for a date馃敁M. Be my best friend馃敁N. Give me 2 dairymilk馃敁O. .tell me the stupidest thing you did in your life馃敁P. Put my pic as ur dp for 24 hrs馃敁Q.send me  video of you telling me I am sweet馃敁R. Msg me i love u and Send me your five latest pic.馃敁S. Put my pic as ur dp for 24 hrs馃敁T.ask me to marry    you馃敁U.recharge me of 100Rs.馃敁V.post my photo & write friend forever馃敁W.tell  nickname馃敁x. Recharge me rs 60馃敁Y.send me a pic of u馃敁Z. Recharge me mobile net pack.",1
4832,You are gorgeous! keep those pix cumming :) thank you!,0
4833,"Yeah sure, give me a couple minutes to track down my wallet",0
4834,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,1
4835,"Replied to the TCS R&D mail , ma'am.",0
4836,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",1
4837,leaders are becoming logistics people 馃槶,0
4838,"Leave Application..Dear Sir,I would like to inform you that today, the day the World Cup starts, I was hit by a car and the doctor has asked me to take rest till 17th July 鈥�18.Thankfully the accident was recorded on the CCTV cameras which I鈥檓 presenting as a proof.Thanking you...",1
4839,Will you be free after 4?,0
4840,I will check yr personal details in my Database. For stud performance u have to show the proof,0
4841,Do u noe how 2 send files between 2 computers?,0
4842,Admins please add him to group.,0
4843,"COD AVAILABLE 馃槏Brand-CasioFor Men鈥檚Original Model-EFR 556SGFeature-Working chronograph, 30 min on: left, 1 min stop watch to bottom with 24 hour time on top displayed & stainless steel golden chain with clear look black gold dial With Powerful Original Battery Operated Quartz MachineryPrice-1999Rs.Shipping FreeWith OG Casio BoxNow with 6 months seller's warranty for Machinery",1
4844,"鈥淚 wish someone had just told me the truth right up front, as soon as I was old enough to understand it. I wish someone had just said: 鈥淗ere鈥檚 the deal, Wade. You鈥檙e something called a 鈥榟uman being.鈥� That鈥檚 a really smart kind of animal. Like every other animal on this planet, we鈥檙e descended from a single-celled organism that lived millions of years ago. This happened by a process called evolution, and you鈥檒l learn more about it But trust me, that鈥檚 really how we all got here. There鈥檚 proof of it everywhere, buried in the rocks. That story you heard? About how we were all created by a super-powerful dude named God who lives up in the sky? Total bullshit. The whole God thing is actually an ancient fairy tale that people have been telling one another for thousands of years. We made it all up. Like Santa Claus and the Easter Bunny. 鈥淥h, and by the way 鈥� there鈥檚 no Santa Claus or Easter Bunny. Also bullshit. Sorry, kid Deal with it.鈥� ",1
4845,"There was a sudden high tide in River Ganga today evening. Video clip of Belur Math ghat in India. This is like a mini tsunami - something is happening under the earth's crust. The tectonic plates are moving all over the world.Plus earthquakes felt in Africa, Indonesia, Spain etc. Are they connected ?馃憤",1
4846,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,1
4847,And miss vday the parachute and double coins??? U must not know me very well...,0
4848,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,1
4849,It would still work for this file.,0
4850,"Hey, you look hungry!Your food's on me.Click on WEBSITE_URL or use my code IRE5ong to install the app. There is Rs.125 in your Faasos Credits Balance. Works only if you have never ordered from Faasos before. #EatGoodEatExciting",1
4851,Depends on the completion of the tasks in the note馃槢,0
4852,That could also be used as an opportunity to spread awareness about our jobs portal,0
4853,If they declare a holiday tomorrow what will all of you do in that case? Its predicted to rain heavily for today and tomorrow.,0
4854,"鈥淲hat if life could be this way? Only the happy parts, none of the terrible, not even the mildly unpleasant. What if we could just cut out the bad and keep the good? This is what I want to do with Violet - give her only the good, keep away the bad, so that good is all we ever have around us.鈥�",1
4855,"Thanks for all the participants of residents who spared their precious time and took part in the Ganesha festival celebration.As a team, we did better in all aspects compared to the last year.Special thanks to subhash shetty of 306, who offered us dinner at a nominal price.And  we can't stop praising our children who had put lot of effort for the program & made this event a successful one.馃憦馃徎馃憦馃徎馃憦馃徎馃憦馃徎",0
4856,Easy ah?sen got selected means its good..,0
4857,Willingness for zohoRA1511003010423AYUSH GAURAVPHP - M. S AbiramiRadar And Navigational Aids -Ms.S.Vasanthadev Suryakala,0
4858,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,1
4859,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",1
4860,Please participate in this competition. It would help my startup a lot. Please please share it and also participate as it is free and for a good cause. There is a prize too. Please it is a humble request,1
4861,馃ズ馃ズ馃ズ馃ズ馃ズ馃ズ馃ズ馃ズ馃憜Ladies are requested not to get into metro station lifts alone. Take care馃槨馃槨馃槨馃槨馃槨馃槨馃槨,1
4862,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0
4863,"馃槀馃槀馃槀A farmer had a horse & a goat鈥�..One day the horse became very ill & he called the veterinarian, who said: ""Well, ur horse has a virus, he must take this medicine for 3 days. I'll come back on the 3rd day &  if he's not better, we're going to have to put him to sleep.""Nearby, the goat listened closely to their conversation.The next day, the Vet gave him the medicine & left.The goat approached the horse & said:""Be strong, friend. Get up or else they're going to put u to sleep!""On the 2nd day,  the Dr. again gave him the medicine & left.The goat came back & said: - ""Come on buddy, get up or else you're going to die! Come on, I'll help u get up"".Let's go! One, two, three... but the poor horse wouldn't get up!On the 3rd day, the Vet gave one look at the horse & said:""Unfortunately, we're going to have to put him down tomorrow. Otherwise, the virus might spread & infect the other horses.""After they left, the goat approached the horse & said: ""Listen pal, it's now or never! Get up, come on! Have courage! Come on! Get up! Get up! That's it, slowly! Great! Come on, one, two, three... Good, good. Now faster, come on...... Fantastic! Run, run more!Yes! Yay! Yes! U did it, you're a champion!!!""All of a sudden, the owner came back to the farm, saw the horse running on the field ... he was not aware of goat's role in this. He began shouting: ""It's a miracle! My horse is cured. We must have a Grand celebration...Let's cook the goat !!!!""Corporate Lesson:'Whatever good u do, always mark a Cc to ur boss'!馃槀馃槀馃槀",1
4864,You have 1 new voicemail. Please call 08719181513.,1
4865,And I have filled the form,0
4866,"* 鉁� COD AVAILABLE 鉁�*鉁� *The Luxurious, Automatic Fossil Redefined now with metal belt* 鉁咅煂� New Fossil Automatic Available & Ready to Ship today with *Free Fossil Original box* 馃専# Fossil# For Men# Original Model# Mid Case - 45mm# Features-Automatic Working machinery & stainless steel matte finish chain & High quality fully automatic machinery with rotating Tourbillon spring movement鉁� New model with updated price & Free *Fossil Original Box booklet manual & carry bag* 鉁ˋvailable @ Rs 2299/- Free Ship",1
4867,I will remove the limit of 45 and will tweet about it.,0
4868,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1
4869,Reebok SneakersSize-41 To 45 EuroPrice-1499Rs.Shipping Free,1
4870,I'll end up doing a session as well,0
4871,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",1
4872,馃憯          HOLLISTER SHIRTS.              馃憯馃憯       SIZE :: M TO XXL          馃憯馃憯       FABRIC COTTON.         馃憯馃敶PRICE :750Rs.馃敶 WITH SHIPPING馃敶NEW CHECKS SHIRTS....,1
4873,I'm in a movie. Call me 4 wat?,0
4874,College life is like Reliance! Karlo Duniya Mutthi Mein 馃槉馃槉馃槉馃槉馃槉馃槉馃槉 Bachelor Life is Like Airtel! Aisi Azadi aur Kahan 馃槉馃槉馃槉馃槉馃槉馃槉馃槉 After Engagement is Like Idea! Jo Badal de aapki Duniya 馃榾馃榾馃榾馃榾馃榾馃榾馃榾 After Marrige is like Vodafone! Where you go.. network Follows 馃榾馃榾馃榾馃榾馃榾馃榾 After Kids is like BSNL! All lines are Busy 馃槣馃槣馃槣馃槣馃槣馃槣 but ourgroup is like LIC Zindagi ke saath bhi Zindagi ke baad bhi!! 馃憤馃憣馃檹馃憣馃憤馃檹馃憤馃憣,1
4875,Bro you can use sAMe sim in iPhone also you don't need to change,0
4876,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,1
4877,"Newton's 6th law - ""whenever there is thought to give credit to human effort there is an equal and opposite thought to snatch the credit and give to a third party termed Allah"" 冒鸥藴艙 馃槀",1
4878,"My Chinese friend got really sick one day and had to go to a hospital.I went to see him the next day.He just kept whispering 鈥測ang qi guan鈥� over and over and then died.I was very sad and Googled his last message after the burial.Apparently, it means 鈥淵ou鈥檙e standing on my oxygen tube鈥�.",1
4879,This log sheet either needs an updation or be removed.,0
4880,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,1
4881,Received 1K from respective flats306 - subhash shetty408 - Anil Lal404 - Abhilash,0
4882,Moby Pub Quiz.Win a 氓拢100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP 氓拢1.50 008704050406 SP Arrow,1
4883,"so to get one value you should have taken resultant of it, not removing something from the formula",0
4884,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,1
4885,"Wife:Today, I want to relax,so I have brought three movie tickets.Husband: why three tickets?Wife: you and your parents. 馃榾 馃槀",1
4886,15CS330E  Human Computer Interface has been dropped but i was not allowed to reselect,0
4887,"Absolutely brilliantOh my English! 馃槅1. The fattest knight at King Arthur's round table was Sir Cumference. He acquired his size from too much pi.2. Atheism is a non-prophet organization.3. A hole has been found in the nudist camp wall. The police are looking into it.4. I thought I saw an eye doctor on an Alaskan island, but it turned out to be an optical Aleutian .5. She was only a whiskey maker, but he loved her still.6. A sign on the lawn at a drug rehab center said: 'Keep off the Grass鈥�.7. No matter how much you push the envelope, it'll still be stationery.8. Two silk worms had a race. They ended up in a tie.9. I wondered why the baseball kept getting bigger. Then it hit me.10. The soldier who survived mustard gas and pepper spray is now a seasoned veteran.11. In a democracy it's your vote that counts. In feudalism it's your count that votes.12. If you jumped off the bridge in Paris, you'd be In Seine .13. Two fish swim into a concrete wall. One turns to the other and says 'Dam!'14. Did you hear about the Buddhist who refused Novocain during a root canal? His goal: transcend dental medication.15. There was the person who sent ten puns to friends, with the hope that at least one of the puns would make them laugh. No pun in ten did.",1
4888,Shall call now dear having food,0
4889,Hi.. First my apologies. Was not able to look at many things.,0
4890,COD AVAILABLE 馃槏SUPER PREMIUM QUALITYSOFT FABRICSTYLE 2018-19Brand-GANTITEM-PULLOVERFABIRC-PREMIUM ULTRA SOFTCOLOUR 3SIZE-M38 L40 XL42PRICE-999Rs.SHIPPING FREE,1
4891,I mean we don't want to share stuff with other chapters?,0
4892,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1
4893,"My name is also missingDuration 21 days NUS(National University of Singapore)Ayush GauravRA15110030104232june - 23juneNus, Singapore",0
4894,"COD AVAILABLE 馃槏Brand-CasioFor Men鈥檚Original Model-EFR 556SGFeature-Working chronograph, 30 min on: left, 1 min stop watch to bottom with 24 hour time on top displayed & stainless steel golden chain with clear look black gold dial With Powerful Original Battery Operated Quartz MachineryPrice-1999Rs.Shipping FreeWith OG Casio BoxNow with 6 months seller's warranty for Machinery",1
4895,"馃寘馃榾馃檹 Suprabatham 馃尮When things don't go right , we blame it on fate / destiny. When things seem to go right, we take the credit for it.  Need to Reflect..馃尮Dreams don鈥檛 come trueuntil you convert dreams into goals, goals into plans, plans into actions.Start Now.馃尮馃尮 Good Morning 馃尮& Make It A Great Saturday Weekend Full Of Joy & Happiness.馃寘馃榾馃檹馃尮",1
4896,"馃寘馃榾馃檹 Suprabatham 馃尮Running away from your problems  is a Race you'll never win.馃尮If you don鈥檛 know where you are going, how would you figure out how to get there? *Great success requires a clear destination.*馃尮 Good Morning 馃尮& Make It A Great Day Ahead Full Of Joy & Happiness.馃寘馃榾馃檹馃尮",1
4897,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net 氓拢1.50pm approx 3mins,1
4898,"Change the changeable, accept the unchangeable, and remove yourself from the unacceptable.鈥� Gm!!馃槉馃拹",1
4899,As a leader how is he contributing  inBangalore?,0
4900,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",1
4901,I've been trying to reach him without success,0
4902,Why don t u send again ?,0
4903,"Just sent again. Do you scream and moan in bed, princess?",1
4904,It's okay if there is no venue,0
4905,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg 氓拢1.50",1
4906,Very hurting n meaningful lines ever: \I compromised everything for my love,0
4907,"Two goldfish in a bowl talking:Goldfish 1: Do you believe in God?Goldfish 2: Of course, I do! Who do you think changes the water?",1
4908,I LOVE Mealmade. Use my referral link to get a free dinner! [referral_link] via @mealmade 馃槉,1
4909,I attended but nothing is there.,0
4910,The rotation function seems to be right here.,0
4911,"Msg from SkyLim Infotech - If interested, Sign up to attend their Presentation & Demo sessions - to know their ideas, activities & Internship:WEBSITE_URL",0
4912,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,1
4913,Wt exactly she planned for the talk,0
4914,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,0
4915,So we have to give the reply,0
4916,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),0
4917,"When opportunities knock your door, be ever ready to grab them! Impress us with your talent and come be a part of our decade old legacy. Team Webarch is now recruiting!Register at: WEBSITE_URL",1
4918,"Advocate:Talak Karvane Ke Rs10,000 Lagenge. Husband:Pagal Ho Kya?Pandit Ne Rs 101 Me Shadi Karvai Thi. Advocat:Dekh Liya Na Saste Ka Natija",1
4919,Each subfile is a complete stream in itself.,0
4920,Share to max people and groups!  Ask them to use code in order to avail extra 10 %  discounts on all the training courses !!RegardsRV,1
4921,"Maam before the teacher selection, do they release a subject wise list?",0
4922,"INR 2,000.00 paid via NEFT with  I towards January 2019 maintenance.F. No 104A N Gupta",0
4923,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),1
4924,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",1
4925,I got a message that it's on 4th April,0
4926,Do you have your own Clan ?Are you a Master of all the 11 arenas ?Do you have it in you to win the BATTLE ?This is your chance to prove yourself..Come and win Glory by joining the first ever SRM CLASH ROYALE Tournament !#Aaruush17#X1edition#ClashRoyale#FirstTimeEver,1
4927,I want to lick your pussy now...,0
4928,People he is none other than mayank scarab,0
4929,Except theres a chick with huge boobs.,1
4930,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",1
4931,"COD AVAILABLE 馃槏NIKE AIRFORCE LONG7A BOX PACKSIZE-40,41,42,43,44SINGLE COLOURPRICE-1699Rs.SHIPPING FREE",1
4932,Two teams waiting for some players,0
4933,"this is just to bring into your notice. few comman area lights are also not working . it seems we are having some circut issue, but i am not sure.",0
4934,I am reaching back to Bangalore on 24 the morning so Ankit will be taking care of it if she has the venue available,0
4935,"Based on the water depth, there would be resistance so the acceleration value would be less compared to normal?",0
4936,E&T Revised Schedule is out!WEBSITE_URL to book your tickets! 馃#SRMbyAGwww.srmbyag.cominstagram.com/srmbyag,1
4937,Flat 406 Maintainance for May transferred.Prema,0
4938,and do the changes if required,0
4939,"Sir, just found out settings of recording interval, which will be set to 0.05s ( how often values are captured while recording.) Also, update interval I will set to very fast.",0
4940,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),0
4941,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp 氓拢1.50/msg,1
4942,"Sanjay Dutt ki ajtak kisi bhi Picture ne 100crore paar nahi kia hai, lekin Unki Biopic ne 3 Din mein 115 Crore Kama liye...In Short Ham hindustaniyo ko Dusre ki Jindagi ka Panchayat dekhne mein Bahut Maza aata h 馃槅馃槅馃槅",1
4943,S. But total od closing date is 11.10.18,0
4944,CONG JDS situation in Karnataka 馃槃,1
4945,Hi good mornin.. Thanku wish u d same..,0
4946,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN 氓拢100 Cash WKENT/150P16+,1
4947,Keep my payasam there if rinu brings,0
4948,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,1
4949,The first Government to provide its 5 years report card.Please forward on this post to enlighten your relatives and friends !! 馃憤,1
4950,"I'm out now, check with Ninikara or sarah as well if one of them can look at thiis.",0
4951,Ma鈥檃m I have kept my guide acceptance on your tableRA1511003010421,0
4952,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1
4953,"That聣脹梅s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",1
4954,Mam posted it in this group twice,0
4955,"Aight, I'll text you when I'm back",0
4956,"Agreed, and Sir we are certainly not in plan of missing this deadline. Although this just initial deadline we can add that section in the final deadline if required",0
4957,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-).""",1
4958,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,0
4959,Thank you MaamWhat is required for enrollment on 2 july,0
4960,This makes no difference to me. Never understood ( never tried also) why E = mc^2. And I am not interested to understand why E != mc^2. 馃檮,1
4961,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,1
4962,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,1
4963,He and his friend and want to conduct a session on API  enterprise. Is it possible to do it on October 6th?,0
4964,"All final year CSE students please do attend the meeting addressed by HOD and Academic Advisor on  3rd October 2018, 11a.m ,in ESB New seminar Hall, main campus",0
4965,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,1
4966,"World鈥檚 Smallest ~Resignation Letter To 鈥楤oss鈥� 鈥揇ear Sir,Thooo鈥hanks & Regards.Raju Nikamma馃槈 馃檪 馃檪 馃榾 馃槢 馃槈 馃檪 馃檪 馃榾 馃槢 馃槈",1
4967,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,1
4968,"Call me da, i am waiting for your call.",0
4969,"鈥淓xcept for our pompous means of comfort, human condition is not much different from animal condition - we are tormented each day with animal like anxieties, insecurities and fears, and each torment makes us believe that perhaps having more comfort will change our condition, but it never does, rather, it only shoves us deeper into the abyss of psychological darkness.鈥濃樅",1
4970,Gd luck 4 ur exams :-),0
4971,"Ok, so in future if you want to take readings, we have to get permission first.",0
4972,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",1
4973,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",1
4974,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",1
4975,"- How was your job interview yesterday?- well, I entered the office, found a man sitting on a large black leather chair with feet resting on the table....He pointed towards his laptop, asked me to take it and go outside, then come back and try to sell him",1
4976,Changing the sessions on the website 3 days before the event is CHANGE DUE TO UNAVAILABILITY OF SPEAKERS,0
4977,Please confirm the flat number for NEFT transactions under the name of 'Xcellent Solutions',0
4978,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1
4979,"its still showing the same error : ""error occurred while executing on load script""",0
4980,Is that seriously how you spell his name?,0
